customer_id,first_name,last_name,gender,age,DOB,address,postcode,country,state,job_title,job_industry_category,past_3_years_bike_related_purchases,property_valuation,wealth_segment,tenure,deceased_indicator,owns_car,frequency,monetary,recency,% approved,clusters
1761,Kassi,List,1,43,1974-08-29,2 Portage Avenue,2170,Australia,NSW,Legal Assistant,Manufacturing,96,9,Mass Customer,14,0,1,5,3258.9500000000003,19.0,100.0,3
1762,Gaye,Steutly,1,39,1978-04-30,636 Debs Circle,3039,Australia,VIC,Research Assistant II,Health,49,9,Mass Customer,18,0,1,12,5296.31,22.0,91.66666666666669,3
1763,Suzie,Ornillos,1,23,1994-10-30,08731 Coleman Lane,3352,Australia,VIC,Automation Specialist I,Manufacturing,96,6,Affluent Customer,7,0,1,7,3434.38,10.0,100.0,3
1764,Zaria,Van der Krui,1,57,1960-06-21,12860 Warner Court,3129,Australia,VIC,Desktop Support Technician,,36,8,Mass Customer,10,0,1,4,1154.0600000000004,3.0,100.0,3
1765,Sibella,O' Mara,1,50,1967-02-13,10 Cambridge Street,4567,Australia,QLD,Senior Quality Engineer,,48,7,High Net Worth,10,0,0,6,4439.4800000000005,47.0,100.0,3
1766,Maye,O'Moylane,1,32,1985-10-20,8943 Knutson Point,4154,Australia,QLD,Senior Quality Engineer,,53,9,Affluent Customer,21,0,0,5,1829.25,179.0,100.0,1
1767,Cicely,Millier,1,58,1959-03-10,3 Nevada Road,4215,Australia,QLD,Software Engineer IV,Manufacturing,28,3,Affluent Customer,19,0,1,5,3152.2900000000004,5.0,100.0,3
1768,Normand,Ganderton,0,43,1974-02-09,01 Havey Drive,2099,Australia,NSW,Programmer I,Manufacturing,36,12,High Net Worth,13,0,0,1,437.46,93.0,100.0,2
1769,Sheridan,Shaves,0,57,1960-11-26,466 Westport Drive,2263,Australia,NSW,,,13,7,Mass Customer,5,0,1,6,2744.36,37.0,100.0,3
1770,Chrysler,Vasile,1,22,1995-04-10,40985 Cherokee Junction,2155,Australia,NSW,Junior Executive,,63,10,Mass Customer,7,0,1,7,4366.04,14.0,100.0,3
1771,Zarah,Santello,1,43,1974-11-01,410 Hoepker Pass,4123,Australia,QLD,Geological Engineer,Manufacturing,1,5,Mass Customer,14,0,1,6,1932.58,40.0,83.33333333333333,3
1772,Michael,Foulis,0,33,1984-07-07,6 Reinke Street,2768,Australia,NSW,Financial Analyst,Financial Services,98,10,High Net Worth,14,0,1,4,1648.0499999999993,169.0,100.0,1
1773,Nickolas,Guittet,2,40,,9097 Superior Drive,2114,Australia,NSW,,IT,82,8,Mass Customer,10,0,1,10,5397.56,9.0,100.0,3
1774,Vidovik,Astall,0,39,1978-11-01,6 Hansons Park,2145,Australia,NSW,Compensation Analyst,Financial Services,48,7,Mass Customer,18,0,1,4,1168.7799999999995,98.0,100.0,1
1775,Kimberly,Dishmon,1,22,1995-10-01,5394 Dryden Terrace,3149,Australia,VIC,Actuary,Financial Services,73,11,Affluent Customer,3,0,0,6,2480.3,53.0,83.33333333333333,3
1776,Korey,Gate,0,39,1978-08-26,56 Bultman Parkway,4721,Australia,QLD,Accountant I,Financial Services,77,1,Affluent Customer,10,0,0,6,2607.630000000001,35.0,100.0,3
1777,Lucinda,Jerok,1,23,1994-05-02,835 West Hill,2118,Australia,NSW,Sales Representative,Retail,47,11,Affluent Customer,1,0,0,6,2651.76,71.0,100.0,3
1778,Emera,Margrem,1,17,2000-07-30,8 Vermont Pass,3930,Australia,VIC,Staff Accountant III,,72,9,Mass Customer,2,0,1,2,2040.87,313.0,100.0,1
1779,Krishnah,Firmage,0,21,1996-11-19,6238 Hanover Crossing,3141,Australia,VIC,Information Systems Manager,Argiculture,55,7,Affluent Customer,5,0,0,6,5042.0,130.0,100.0,1
1780,Maude,Tixier,2,40,,2 Thierer Plaza,3976,Australia,VIC,Research Associate,IT,52,3,Mass Customer,10,0,0,4,1641.0499999999995,39.0,100.0,3
1781,Sammie,Uglow,0,52,1965-07-26,71776 Express Avenue,2749,Australia,NSW,Data Coordiator,,63,8,Affluent Customer,17,0,0,4,1589.8599999999997,10.0,100.0,3
1782,Ewen,Emes,0,51,1966-12-22,162 Golf View Hill,2011,Australia,NSW,Pharmacist,Health,47,6,Affluent Customer,9,0,1,6,3162.6400000000003,82.0,83.33333333333333,3
1783,Brett,McCalister,0,22,1995-07-30,7389 Union Place,2745,Australia,NSW,,Retail,55,8,Mass Customer,7,0,1,12,6331.349999999999,50.0,100.0,3
1784,Louella,O' Timony,1,23,1994-10-15,07 Miller Pass,2017,Australia,NSW,GIS Technical Architect,Manufacturing,37,9,Mass Customer,6,0,1,4,1239.2800000000009,72.0,100.0,1
1785,Marty,Whatford,0,57,1960-12-10,30 Delladonna Plaza,3046,Australia,VIC,Clinical Specialist,Health,23,8,Mass Customer,19,0,0,6,2827.7300000000005,35.0,100.0,3
1786,Lonee,Gorce,1,55,1962-03-20,7395 Blackbird Lane,2134,Australia,NSW,Administrative Assistant III,Argiculture,70,9,High Net Worth,11,0,1,2,963.62,175.0,100.0,1
1787,Tull,Godehard.sf,0,41,1976-11-21,79427 Hudson Trail,3677,Australia,VIC,Executive Secretary,Retail,2,1,High Net Worth,13,0,1,6,4865.49,1.0,100.0,3
1788,Anna-diana,Kurten,1,53,1964-08-10,67 Hooker Place,2380,Australia,NSW,Account Representative IV,Financial Services,79,5,High Net Worth,10,0,1,9,4979.389999999999,30.0,100.0,3
1789,Talya,Darycott,1,31,1986-08-29,0380 Chinook Avenue,2047,Australia,NSW,Analog Circuit Design manager,Property,44,12,Mass Customer,9,0,0,3,2066.6600000000003,61.0,100.0,1
1790,Vite,Molyneux,0,24,1993-09-25,4092 Brentwood Trail,2147,Australia,NSW,Budget/Accounting Analyst IV,Health,90,10,Affluent Customer,1,0,0,5,2258.6799999999994,33.0,100.0,3
1791,Ninon,Van Der Hoog,1,43,1974-12-25,613 Mayfield Trail,4012,Australia,QLD,Data Coordiator,IT,20,6,Affluent Customer,19,0,1,6,2595.16,118.0,100.0,1
1792,Dunstan,Kegley,0,29,1988-04-07,2 Spohn Court,2750,Australia,NSW,,Financial Services,1,9,Mass Customer,15,0,0,10,4887.29,7.0,90.0,3
1793,Hewett,Handes,0,28,1989-06-14,05239 Springs Circle,3030,Australia,VIC,Actuary,Financial Services,19,7,Mass Customer,2,0,1,6,4960.360000000001,61.0,100.0,3
1794,Caro,McKirton,1,48,1969-03-10,59 Old Gate Drive,4878,Australia,QLD,Administrative Officer,Property,53,5,Mass Customer,8,0,0,4,1713.7899999999995,2.0,100.0,3
1795,Wally,Rebbeck,0,40,1977-09-21,31186 Hoard Junction,2015,Australia,NSW,Internal Auditor,Manufacturing,40,12,Affluent Customer,7,0,0,6,2882.84,4.0,100.0,3
1796,Cayla,Marcus,1,48,1969-11-28,2 Crest Line Crossing,2072,Australia,NSW,Desktop Support Technician,Manufacturing,79,9,High Net Worth,8,0,1,2,221.12,123.0,100.0,1
1797,Basile,Le Floch,0,43,1974-05-16,18083 Mallard Drive,3075,Australia,VIC,Assistant Professor,,49,7,Mass Customer,8,0,0,11,6539.78,55.0,100.0,3
1798,Eunice,Risom,1,17,2000-10-11,93 Lakeland Court,3810,Australia,VIC,Electrical Engineer,Manufacturing,46,6,High Net Worth,1,0,1,7,2934.7599999999998,14.0,100.0,3
1799,Tito,Brash,0,40,1977-12-23,023 Thackeray Lane,2070,Australia,NSW,,,81,12,Affluent Customer,17,0,0,4,2073.85,53.0,100.0,3
1800,Dianemarie,Hatherall,1,62,1955-09-23,79737 Hollow Ridge Trail,2199,Australia,NSW,Executive Secretary,Argiculture,30,9,High Net Worth,11,0,0,3,2440.3500000000004,172.0,100.0,1
1801,Bendix,Olivella,0,41,1976-12-23,95465 Union Plaza,4055,Australia,QLD,Legal Assistant,Manufacturing,48,7,Affluent Customer,21,0,0,8,4098.59,66.0,100.0,3
1802,Lizzie,Duke,1,44,1973-04-11,66238 Old Gate Circle,4157,Australia,QLD,Nuclear Power Engineer,Manufacturing,3,9,Mass Customer,7,0,0,8,5035.8,14.0,100.0,3
1803,Clarinda,Edlyn,1,29,1988-01-13,3 Delladonna Street,4799,Australia,QLD,,,75,3,Mass Customer,6,0,0,7,3130.64,116.0,100.0,1
1804,Matelda,Kordas,1,54,1963-03-28,3 Mallard Center,2251,Australia,NSW,Product Engineer,Property,91,8,Affluent Customer,4,0,0,3,2156.17,32.0,100.0,3
1805,Venus,Sketch,1,41,1976-10-15,31 Eastwood Circle,2460,Australia,NSW,Budget/Accounting Analyst II,Financial Services,90,3,Mass Customer,12,0,0,4,634.6500000000001,91.0,100.0,1
1806,Gil,De Gregorio,2,40,,507 Onsgard Place,4701,Australia,QLD,Software Test Engineer IV,IT,95,1,Mass Customer,10,0,0,8,4810.500000000001,38.0,100.0,3
1807,Pollyanna,Serjeantson,1,62,1955-03-15,69555 Dakota Alley,4211,Australia,QLD,Help Desk Operator,,45,5,High Net Worth,16,0,1,6,2514.96,61.0,100.0,3
1808,Charles,Carren,0,52,1965-12-15,21969 Lawn Court,2095,Australia,NSW,Information Systems Manager,Retail,98,9,High Net Worth,17,0,0,7,7965.28,77.0,100.0,3
1809,Reba,Southon,1,56,1961-01-26,7 Erie Court,2263,Australia,NSW,Programmer II,Health,67,7,Mass Customer,19,0,1,6,3918.15,28.0,100.0,3
1810,Royall,Terris,0,58,1959-05-06,0724 Oxford Crossing,2146,Australia,NSW,Geological Engineer,Manufacturing,98,9,High Net Worth,16,0,0,2,168.45,7.0,100.0,2
1811,Sylvan,Sugge,0,18,1999-10-13,1 Monterey Terrace,2011,Australia,NSW,,Financial Services,59,12,Mass Customer,1,0,0,8,6493.800000000001,33.0,100.0,3
1812,Daffi,Sewley,1,58,1959-07-11,75 Duke Plaza,2147,Australia,NSW,Clinical Specialist,Health,20,9,Affluent Customer,14,0,0,9,3980.039999999999,23.0,100.0,3
1813,Reeva,Eakeley,1,16,2001-05-19,156 Lakeland Way,4035,Australia,QLD,Technical Writer,Manufacturing,45,9,Mass Customer,1,0,0,6,2137.4500000000007,19.0,100.0,3
1814,Shawn,Platfoot,1,29,1988-08-18,91 Mosinee Point,2166,Australia,NSW,Web Designer IV,Retail,33,5,Affluent Customer,17,0,0,6,2459.73,52.0,100.0,3
1815,Bab,Bingall,1,63,1954-03-26,1508 Hooker Avenue,2000,Australia,NSW,Software Test Engineer I,Argiculture,23,8,Mass Customer,19,0,1,5,1964.08,12.0,100.0,3
1816,Lonni,Andrichak,1,40,1977-02-25,3202 Ridge Oak Alley,4121,Australia,QLD,,Argiculture,68,9,Mass Customer,18,0,0,5,2769.26,81.0,80.0,3
1817,Jozef,Frizzell,0,42,1975-03-13,5510 Pepper Wood Street,3429,Australia,VIC,Graphic Designer,,32,6,High Net Worth,19,0,0,11,4244.099999999999,32.0,100.0,3
1818,Katha,Lockhurst,1,50,1967-04-01,42952 Fairfield Center,3012,Australia,VIC,Assistant Media Planner,Entertainment,64,8,Mass Customer,11,0,1,7,4516.550000000001,25.0,100.0,3
1819,Deedee,Fransinelli,1,23,1994-11-23,1 Garrison Street,3103,Australia,VIC,Graphic Designer,Entertainment,26,12,Mass Customer,8,0,1,2,763.9000000000001,253.0,100.0,1
1820,Yard,Teeney,0,21,1996-04-02,013 Armistice Street,2769,Australia,NSW,Software Engineer II,IT,12,10,Affluent Customer,5,0,0,9,4883.790000000001,36.0,100.0,3
1821,Fields,Bayne,0,45,1972-03-09,3201 Canary Center,2540,Australia,NSW,Web Developer IV,Entertainment,89,9,High Net Worth,15,0,1,12,7335.89,25.0,100.0,3
1822,Trudie,Capper,1,55,1962-09-18,4365 Basil Junction,2539,Australia,NSW,,Financial Services,67,7,Mass Customer,9,0,0,5,848.7399999999998,3.0,100.0,3
1823,Trude,Rizzardo,1,43,1974-05-24,1164 Toban Road,3806,Australia,VIC,VP Quality Control,,29,5,High Net Worth,10,0,0,6,2266.66,162.0,100.0,1
1824,Robbie,Yakubovics,1,58,1959-10-12,2364 Dovetail Way,3048,Australia,VIC,Safety Technician III,Manufacturing,12,6,Affluent Customer,5,0,1,7,3263.7000000000007,13.0,100.0,3
1825,Arv,Whitsey,0,50,1967-02-14,738 Sloan Place,3212,Australia,VIC,VP Quality Control,Financial Services,82,5,Mass Customer,17,0,1,6,4977.77,41.0,100.0,3
1826,Jareb,Langcaster,0,56,1961-01-10,318 Jenifer Alley,2119,Australia,NSW,Chemical Engineer,Manufacturing,33,11,High Net Worth,7,0,1,7,3405.78,41.0,100.0,3
1827,Stormie,Smyth,1,39,1978-01-15,6395 Anthes Hill,4504,Australia,QLD,Sales Representative,Retail,92,4,Affluent Customer,18,0,1,4,2549.58,39.0,100.0,3
1828,Leigha,Bacchus,1,30,1987-12-02,36516 Forster Lane,4034,Australia,QLD,Junior Executive,Manufacturing,65,7,Affluent Customer,14,0,0,3,757.2500000000002,151.0,100.0,1
1829,Darcy,Jaslem,0,37,1980-10-29,107 Garrison Plaza,2200,Australia,NSW,Editor,,82,10,Mass Customer,14,0,0,3,1805.92,4.0,100.0,3
1830,Nathan,Antognazzi,0,32,1985-04-30,717 Oakridge Way,2117,Australia,NSW,Software Consultant,Manufacturing,98,8,High Net Worth,12,0,0,7,4578.9,14.0,100.0,3
1831,Lisle,Yokel,0,40,1977-11-13,16405 Doe Crossing Parkway,3630,Australia,VIC,Social Worker,Health,58,3,Mass Customer,15,0,0,8,2147.3,166.0,100.0,1
1832,Elicia,Normanvill,1,53,1964-11-05,16 Monument Place,4701,Australia,QLD,Programmer Analyst III,Manufacturing,53,3,Mass Customer,12,0,1,8,5739.57,85.0,100.0,3
1833,Klemens,Eite,0,50,1967-03-15,99841 Talisman Street,4224,Australia,QLD,Actuary,Financial Services,67,3,High Net Worth,19,0,1,5,2441.37,11.0,100.0,3
1834,Otes,Gottelier,0,40,1977-06-30,21 Duke Hill,4344,Australia,QLD,Director of Sales,Financial Services,84,4,High Net Worth,11,0,1,4,4434.93,127.0,100.0,1
1835,Rodrigo,Felce,0,24,1993-06-30,891 Anderson Parkway,2009,Australia,NSW,Financial Advisor,Financial Services,48,10,Affluent Customer,1,0,1,6,1039.0299999999995,26.0,100.0,3
1836,Rochella,Harce,1,62,1955-06-05,9446 Holmberg Court,2133,Australia,NSW,Research Nurse,Health,54,11,Mass Customer,13,0,1,2,1219.86,167.0,100.0,1
1837,Tirrell,Cosgreave,0,44,1973-12-29,46512 Cambridge Avenue,2759,Australia,NSW,Account Coordinator,Manufacturing,9,8,Mass Customer,19,0,1,7,4515.25,36.0,100.0,3
1838,Jobina,Dudenie,1,53,1964-11-25,54250 Welch Pass,3145,Australia,VIC,Business Systems Development Analyst,Financial Services,14,11,Affluent Customer,12,0,1,5,4691.450000000001,50.0,100.0,3
1839,Faythe,Rance,1,30,1987-05-08,734 South Court,4152,Australia,QLD,Internal Auditor,Entertainment,60,8,High Net Worth,5,0,1,7,2783.9999999999995,50.0,100.0,3
1840,Sherman,Gullen,0,40,1977-11-04,769 Banding Avenue,2151,Australia,NSW,Staff Scientist,Argiculture,22,10,High Net Worth,20,0,1,7,2259.1600000000008,99.0,100.0,3
1841,Nathanial,D'Ambrogi,0,22,1995-10-22,2590 Northport Hill,2070,Australia,NSW,Administrative Assistant III,Argiculture,63,11,Affluent Customer,2,0,0,3,1677.08,37.0,100.0,2
1842,Ephrayim,Beville,0,40,1977-02-27,9649 Cascade Way,2250,Australia,NSW,Accountant IV,Financial Services,89,8,Mass Customer,8,0,0,5,3055.85,212.0,100.0,1
1843,Kennett,Attack,0,33,1984-09-08,69 Valley Edge Lane,3144,Australia,VIC,Recruiting Manager,,96,8,Mass Customer,4,0,1,4,2132.3,113.0,100.0,1
1844,Amaleta,Slafford,1,42,1975-10-21,327 Monument Street,3201,Australia,VIC,Product Engineer,,71,4,Mass Customer,12,0,0,7,3348.310000000001,42.0,85.71428571428571,3
1845,Pascal,Veronique,0,39,1978-01-16,4 Sunnyside Crossing,2125,Australia,NSW,General Manager,Financial Services,34,12,Mass Customer,6,0,0,7,4572.889999999999,22.0,100.0,3
1846,Lorette,Daspar,1,39,1978-12-18,8 Hoffman Alley,3181,Australia,VIC,Senior Editor,Manufacturing,4,10,Affluent Customer,7,0,0,1,356.5,334.0,100.0,1
1847,Bobinette,Stanaway,1,39,1978-02-04,894 Duke Crossing,2665,Australia,NSW,Executive Secretary,Manufacturing,68,1,Mass Customer,6,0,0,3,1919.83,33.0,100.0,2
1848,Dev,Caghan,0,41,1976-11-25,01714 Claremont Center,2474,Australia,NSW,Information Systems Manager,Manufacturing,22,3,Mass Customer,9,0,0,6,4456.95,43.0,100.0,3
1849,Jess,Bollans,0,59,1958-07-01,6809 Maple Park,3023,Australia,VIC,,Retail,6,8,Mass Customer,5,0,1,6,4077.26,137.0,100.0,1
1850,Dare,Wasling,0,39,1978-05-16,95294 Karstens Park,2155,Australia,NSW,Biostatistician II,Manufacturing,4,9,High Net Worth,7,0,0,7,5159.719999999999,45.0,100.0,3
1851,Miles,Fallows,0,43,1974-03-18,8872 Bunker Hill Crossing,2196,Australia,NSW,Account Representative II,,20,9,Mass Customer,13,0,0,2,881.1500000000001,286.0,100.0,1
1852,Darby,Shailer,1,39,1978-01-21,14 Westport Pass,3029,Australia,VIC,Research Associate,Manufacturing,22,6,Affluent Customer,18,0,0,5,3257.66,98.0,80.0,1
1853,Agathe,Dimmick,1,30,1987-06-20,867 Grim Terrace,3754,Australia,VIC,Recruiter,,67,6,Mass Customer,17,0,1,9,5184.759999999999,27.0,100.0,3
1854,Mandie,Jeger,1,39,1978-09-12,48023 International Way,3630,Australia,VIC,Community Outreach Specialist,,11,1,High Net Worth,17,0,1,3,2135.67,1.0,100.0,3
1855,Foss,Yanele,0,46,1971-07-08,0 Prairie Rose Place,3802,Australia,VIC,Librarian,Entertainment,2,7,Mass Customer,18,0,1,4,2257.81,23.0,100.0,3
1856,Toni,Harbidge,1,48,1969-07-20,56145 Porter Lane,2010,Australia,NSW,Associate Professor,Retail,57,10,Mass Customer,4,0,0,2,253.81000000000017,128.0,100.0,1
1857,Purcell,Chinnery,0,49,1968-09-20,509 Ridgeway Junction,3166,Australia,VIC,Marketing Manager,Manufacturing,57,10,Affluent Customer,5,0,1,4,3240.2300000000005,88.0,100.0,1
1858,Gabriella,,1,60,1957-04-26,41 Eagan Junction,2570,Australia,NSW,Senior Sales Associate,Manufacturing,30,8,High Net Worth,11,0,1,8,5387.47,22.0,100.0,3
1859,Melamie,Hardman,1,27,1990-04-08,5290 Lunder Park,2287,Australia,NSW,Accountant IV,IT,81,7,High Net Worth,12,0,1,5,2355.59,77.0,100.0,3
1860,Holly-anne,Hamman,1,41,1976-12-28,52425 Prairie Rose Road,4500,Australia,QLD,Nuclear Power Engineer,Manufacturing,4,6,Mass Customer,17,0,1,6,3765.78,12.0,83.33333333333333,3
1861,Charlena,Muzzi,1,50,1967-07-18,7939 Toban Crossing,2770,Australia,NSW,Geological Engineer,Manufacturing,26,7,Mass Customer,8,0,1,6,2890.7,30.0,83.33333333333333,3
1862,Daron,Umpleby,1,37,1980-06-29,0672 Lyons Pass,2153,Australia,NSW,,Health,24,10,High Net Worth,4,0,1,7,3020.1000000000004,75.0,100.0,3
1863,Adelbert,Doelle,0,39,1978-05-11,904 Mandrake Parkway,2820,Australia,NSW,VP Product Management,Telecommunications,10,1,High Net Worth,20,0,0,5,5786.77,247.0,100.0,1
1864,Anet,Pellitt,1,57,1960-07-03,3007 Summer Ridge Street,4511,Australia,QLD,Senior Quality Engineer,Retail,45,7,Mass Customer,18,0,0,10,2925.419999999999,25.0,100.0,3
1865,Isabelita,Kitchener,1,20,1997-12-24,47 Veith Junction,3196,Australia,VIC,Office Assistant III,,35,9,Mass Customer,3,0,0,1,690.49,100.0,100.0,1
1866,Huberto,Bazylets,0,25,1992-10-07,007 Canary Circle,2047,Australia,NSW,Marketing Manager,Manufacturing,27,12,Mass Customer,2,0,0,9,8834.6,39.0,100.0,3
1867,Tonya,Ritmeier,1,31,1986-04-16,1 Saint Paul Terrace,2161,Australia,NSW,Senior Developer,,96,6,Affluent Customer,3,0,0,8,3914.7000000000007,3.0,100.0,3
1868,Aloisia,Ivel,1,29,1988-06-22,87705 Hovde Center,4870,Australia,QLD,Assistant Manager,Retail,11,5,Mass Customer,10,0,0,6,7566.25,27.0,100.0,3
1869,Neda,Longfellow,1,40,1977-10-19,765 6th Plaza,4226,Australia,QLD,Geologist IV,Financial Services,73,7,High Net Worth,9,0,1,4,1623.43,42.0,100.0,3
1870,Alikee,Sjollema,1,44,1973-01-16,248 Bartillon Plaza,4059,Australia,QLD,Graphic Designer,,24,9,Affluent Customer,9,0,0,7,4382.200000000001,39.0,100.0,3
1871,Shayna,McQuin,1,23,1994-01-23,66811 Lerdahl Way,4160,Australia,QLD,Senior Cost Accountant,Financial Services,52,4,High Net Worth,8,0,1,4,2220.26,95.0,100.0,1
1872,Leif,Feeney,0,44,1973-05-28,5809 Coolidge Avenue,2747,Australia,NSW,Help Desk Technician,Manufacturing,75,6,Mass Customer,14,0,1,5,2516.5,140.0,100.0,1
1873,Raul,Cabrer,0,25,1992-07-09,2769 Banding Avenue,3189,Australia,VIC,General Manager,Manufacturing,49,10,Affluent Customer,4,0,1,4,2807.58,9.0,100.0,3
1874,Nickolai,McChesney,0,60,1957-09-29,3 Monterey Trail,2582,Australia,NSW,,Argiculture,17,9,High Net Worth,7,0,1,5,2146.69,100.0,100.0,1
1875,Amory,Bohler,0,58,1959-01-11,85549 Sheridan Parkway,4170,Australia,QLD,Staff Scientist,Retail,4,8,High Net Worth,19,0,1,6,3921.26,99.0,100.0,3
1876,Borden,Wooles,0,40,1977-05-28,4498 Donald Crossing,2525,Australia,NSW,Recruiting Manager,Financial Services,16,10,Affluent Customer,21,0,0,5,4057.629999999999,139.0,100.0,1
1877,Radcliffe,Bartolomeoni,0,51,1966-09-09,4 Ridgeway Court,4030,Australia,QLD,Associate Professor,Financial Services,13,4,High Net Worth,16,0,1,6,1507.8199999999993,81.0,100.0,1
1878,Pen,Hedgecock,0,63,1954-11-06,4 Bartelt Hill,4510,Australia,QLD,Account Coordinator,Health,6,1,Affluent Customer,10,0,0,6,2755.93,33.0,100.0,3
1879,Kermy,Heningam,0,50,1967-04-25,91116 Riverside Plaza,2114,Australia,NSW,Account Representative I,Manufacturing,4,8,High Net Worth,5,0,0,7,1914.3899999999996,48.0,100.0,3
1880,Garrett,Dommett,0,45,1972-08-11,60911 Almo Point,2066,Australia,NSW,,,50,12,High Net Worth,17,0,0,5,4685.53,68.0,100.0,3
1881,Gherardo,Lahy,0,60,1957-12-10,0 Superior Pass,2050,Australia,NSW,Quality Control Specialist,,61,8,Affluent Customer,12,0,1,7,5018.98,36.0,100.0,3
1882,Justin,Ragless,0,53,1964-05-05,9 Superior Terrace,2199,Australia,NSW,Account Executive,Manufacturing,86,9,Affluent Customer,10,0,0,6,4054.85,129.0,100.0,1
1883,Jinny,Cawood,1,26,1991-08-13,57 Marquette Hill,4120,Australia,QLD,,Health,6,6,Mass Customer,6,0,0,3,1910.89,43.0,100.0,2
1884,Aurore,Buckmaster,1,48,1969-11-25,36 Sommers Place,2096,Australia,NSW,,Manufacturing,19,12,Mass Customer,17,0,1,7,3349.99,25.0,100.0,3
1885,Jerome,Sheavills,0,35,1982-10-27,83148 Rowland Alley,2530,Australia,NSW,Software Consultant,Health,18,8,High Net Worth,11,0,1,9,6979.28,5.0,100.0,3
1886,Eugenie,Belcham,1,39,1978-09-22,34 Arrowood Pass,2567,Australia,NSW,Nurse,IT,35,9,Affluent Customer,18,0,0,4,2434.76,7.0,100.0,3
1887,Kynthia,Purcer,1,52,1965-06-22,72 Mandrake Court,3183,Australia,VIC,Director of Sales,IT,22,9,Affluent Customer,8,0,1,10,6804.4400000000005,106.0,90.0,3
1888,Sibyl,Scholtz,1,15,2002-01-26,9 Emmet Hill,2042,Australia,NSW,Food Chemist,Health,67,10,Mass Customer,1,0,1,4,3288.04,88.0,100.0,1
1889,Dare,,0,44,1973-07-07,16984 Pankratz Park,2324,Australia,NSW,Quality Control Specialist,Retail,98,7,Affluent Customer,11,0,0,5,3710.540000000001,136.0,100.0,1
1890,Carce,Gunthorp,0,45,1972-10-08,9460 Laurel Crossing,4032,Australia,QLD,Analyst Programmer,Financial Services,89,7,Mass Customer,7,0,0,9,6710.76,45.0,100.0,3
1891,Neville,Bloyes,0,27,1990-03-02,5786 Kinsman Point,2127,Australia,NSW,Marketing Manager,Retail,6,8,Mass Customer,19,0,1,7,4045.2,82.0,100.0,3
1892,Allyson,Pinsent,1,22,1995-09-07,4 Fairfield Way,2487,Australia,NSW,,Retail,48,10,High Net Worth,2,0,1,5,804.8200000000002,108.0,100.0,1
1893,Gunar,Sleit,0,49,1968-04-22,319 Michigan Way,4350,Australia,QLD,Administrative Officer,,25,4,Mass Customer,5,0,0,7,3637.169999999999,3.0,100.0,3
1894,Patten,Laytham,0,41,1976-04-01,49 Fulton Park,3156,Australia,VIC,Automation Specialist III,Manufacturing,86,8,High Net Worth,17,0,1,4,1907.65,37.0,100.0,3
1895,Leese,Lohan,1,42,1975-09-02,0 Corben Court,3121,Australia,VIC,Technical Writer,Manufacturing,53,11,Mass Customer,15,0,0,5,541.1299999999999,8.0,100.0,3
1896,Garald,Brasner,0,22,1995-04-30,8 Drewry Street,4655,Australia,QLD,Project Manager,,13,5,High Net Worth,1,0,0,3,2411.66,160.0,100.0,1
1897,Cosette,Callar,1,20,1997-08-20,48 Dawn Center,4132,Australia,QLD,Product Engineer,,58,3,Mass Customer,1,0,1,7,2502.37,63.0,100.0,3
1898,Katalin,Mantz,1,38,1979-11-24,6244 Forest Point,4103,Australia,QLD,Developer III,Manufacturing,67,9,Affluent Customer,12,0,1,6,4787.35,61.0,100.0,3
1899,Lambert,Vardey,0,20,1997-09-02,0306 Donald Court,3844,Australia,VIC,,Retail,29,1,Affluent Customer,4,0,1,5,2030.54,77.0,100.0,1
1900,Noland,Larder,0,37,1980-08-15,3762 Victoria Alley,4078,Australia,QLD,Safety Technician II,Financial Services,67,6,Affluent Customer,19,0,1,4,1017.2400000000002,68.0,100.0,1
1901,Vail,Southernwood,0,40,1977-08-22,3 Manley Crossing,4074,Australia,QLD,Budget/Accounting Analyst I,Argiculture,40,6,Affluent Customer,8,0,0,7,5809.110000000001,128.0,100.0,3
1902,Camille,Vallintine,1,53,1964-12-01,36866 Summit Point,3750,Australia,VIC,Environmental Tech,Financial Services,48,9,Mass Customer,4,0,1,5,2134.1000000000004,53.0,100.0,3
1903,Tucky,Pizzie,0,44,1973-11-20,9 Pearson Plaza,3177,Australia,VIC,Project Manager,,8,7,High Net Worth,4,0,1,4,4098.86,17.0,100.0,3
1904,Nert,Muglestone,1,39,1978-01-25,7450 Prairie Rose Drive,2868,Australia,NSW,Technical Writer,IT,60,1,High Net Worth,14,0,1,3,1604.73,68.0,100.0,1
1905,Corabelle,,1,64,1953-09-17,83975 Rowland Place,2166,Australia,NSW,Help Desk Technician,Manufacturing,21,6,Affluent Customer,15,0,0,9,4833.73,11.0,100.0,3
1906,Waylan,Katte,0,29,1988-04-24,01 Weeping Birch Plaza,2640,Australia,NSW,Product Engineer,Retail,69,4,Mass Customer,22,0,0,6,2957.8500000000004,2.0,100.0,3
1907,Lind,Dredge,0,43,1974-11-04,738 Dixon Drive,2575,Australia,NSW,VP Sales,Health,69,8,High Net Worth,18,0,0,4,1014.0699999999996,111.0,100.0,1
1908,Jaquelyn,Workman,1,54,1963-12-10,5766 Pearson Court,2227,Australia,NSW,Help Desk Technician,Financial Services,2,8,High Net Worth,6,0,1,6,3725.57,108.0,100.0,3
