first_name,last_name,gender,age,DOB,address,postcode,country,state,job_title,job_industry_category,past_3_years_bike_related_purchases,property_valuation,wealth_segment,tenure,deceased_indicator,owns_car
Isadora,Ducker,1,44,1973-08-25,2972 Holy Cross Crossing,3153,Australia,VIC,Account Executive,,15,5,Affluent Customer,8,0,1
Giffie,Offill,0,24,1993-03-02,89 Riverside Court,4740,Australia,QLD,Structural Engineer,Telecommunications,51,3,Affluent Customer,5,0,0
Fara,Sarath,1,69,1948-06-30,540 Forest Run Plaza,2168,Australia,NSW,Quality Control Specialist,,75,7,Mass Customer,22,0,0
Carolann,Raatz,1,38,1979-02-26,817 Bunker Hill Place,3977,Australia,VIC,Chief Design Engineer,,25,6,High Net Worth,21,0,0
Tamar,Windmill,1,78,1939-08-28,4669 Troy Place,2207,Australia,NSW,Senior Editor,Manufacturing,92,10,Affluent Customer,10,0,0
Kipp,Stockport,0,35,1982-12-10,02 Roth Drive,2022,Australia,NSW,Data Coordiator,Retail,36,11,Mass Customer,6,0,1
Packston,Wackett,0,67,1950-04-26,7 Northridge Court,3192,Australia,VIC,Quality Engineer,Financial Services,10,9,Mass Customer,19,0,0
Hanson,Eastes,0,27,1990-05-20,5735 Starling Plaza,3056,Australia,VIC,,Manufacturing,74,9,Mass Customer,5,0,1
Demetria,Bausor,1,56,1961-12-22,97 Transport Plaza,2097,Australia,NSW,Assistant Media Planner,Entertainment,73,12,Mass Customer,9,0,1
Lura,Fawdrie,1,15,2002-01-17,67183 Anniversary Parkway,4211,Australia,QLD,VP Sales,Health,66,3,Mass Customer,4,0,1
Nora,Anselm,1,56,1961-01-05,2 Emmet Parkway,4342,Australia,QLD,,Entertainment,84,5,High Net Worth,15,0,1
Estevan,Eastment,0,75,1942-08-09,61926 Tomscot Hill,2019,Australia,NSW,Environmental Specialist,Health,54,8,Mass Customer,21,0,1
Aloysius,Glowacz,0,38,1979-03-24,07 Susan Lane,2232,Australia,NSW,Financial Advisor,Financial Services,72,10,Affluent Customer,18,0,0
Bastien,Ibbeson,0,41,1976-11-04,43094 Kedzie Pass,2487,Australia,NSW,Software Consultant,IT,53,5,Mass Customer,12,0,0
Otha,Langworthy,1,50,1967-01-20,678 Lyons Trail,3130,Australia,VIC,Senior Financial Analyst,Financial Services,91,10,Mass Customer,13,0,1
Gannie,Bargh,0,62,1955-02-13,1832 Burning Wood Place,3201,Australia,VIC,Analyst Programmer,,56,7,Mass Customer,13,0,1
Dwayne,Doel,0,39,1978-01-21,5642 Debs Terrace,2223,Australia,NSW,Cost Accountant,Financial Services,80,11,Affluent Customer,17,0,1
Leese,Huckleby,1,40,1977-09-10,73 Riverside Trail,3777,Australia,VIC,Help Desk Operator,Manufacturing,67,7,High Net Worth,16,0,1
Dodi,Kiggel,1,37,1980-08-15,05 Everett Trail,2114,Australia,NSW,,Financial Services,5,11,Mass Customer,13,0,1
Kippar,Brimilcome,0,79,1938-11-29,082 Welch Lane,2089,Australia,NSW,Graphic Designer,Health,21,11,Mass Customer,19,0,0
Corinna,Beretta,1,21,1996-02-29,72 Mccormick Circle,3023,Australia,VIC,Programmer III,Health,24,7,High Net Worth,12,0,0
Laurie,Odlin,1,34,1983-03-08,15669 Arizona Trail,3194,Australia,VIC,Social Worker,Health,75,10,High Net Worth,10,0,0
Mair,Erett,1,60,1957-12-05,79 Armistice Parkway,2117,Australia,NSW,Speech Pathologist,,15,7,Affluent Customer,18,0,0
Marcelia,Copins,1,71,1946-03-15,330 Melby Terrace,2259,Australia,NSW,,,81,8,Mass Customer,21,0,1
Tanner,Terlinden,0,22,1995-12-09,2637 Monument Trail,3106,Australia,VIC,Nuclear Power Engineer,Manufacturing,84,11,Mass Customer,14,0,0
Hilliard,Dullard,0,63,1954-07-18,37919 Old Gate Park,2163,Australia,NSW,Civil Engineer,Manufacturing,65,8,Mass Customer,17,0,0
Justinn,Haruard,1,59,1958-08-28,00 Judy Terrace,2035,Australia,NSW,Health Coach IV,Health,48,12,High Net Worth,11,0,0
Wyn,Meach,0,79,1938-09-10,79 Armistice Junction,2765,Australia,NSW,,Manufacturing,37,9,Mass Customer,9,0,0
Art,Shardlow,0,54,1963-10-15,7 Clemons Circle,4350,Australia,QLD,Data Coordiator,Argiculture,57,2,Mass Customer,15,0,1
Dennis,Varnham,0,64,1953-05-17,6455 Mayfield Street,3350,Australia,VIC,Assistant Media Planner,Entertainment,57,3,Affluent Customer,17,0,0
Freddi,Litherborough,1,28,1989-01-14,7873 Meadow Vale Plaza,2460,Australia,NSW,Product Engineer,Financial Services,46,3,Mass Customer,7,0,0
Salomon,Perkins,0,19,1998-01-12,45 Banding Hill,2009,Australia,NSW,Engineer IV,Financial Services,76,10,Affluent Customer,1,0,1
Sherill,,1,26,1991-12-18,53 Moulton Avenue,2880,Australia,NSW,Information Systems Manager,Financial Services,33,1,Mass Customer,3,0,0
Queenie,Learie,1,69,1948-01-24,7 Sauthoff Park,2073,Australia,NSW,,Property,90,11,Mass Customer,12,0,0
Etan,Prinett,0,47,1970-01-21,9082 Waywood Avenue,2250,Australia,NSW,Operator,Argiculture,97,8,Mass Customer,10,0,1
Donaugh,Benedict,0,26,1991-12-01,30049 Brown Road,2233,Australia,NSW,Systems Administrator III,Property,3,9,Mass Customer,12,0,0
Harwell,Kleinstein,0,24,1993-10-18,7 Huxley Trail,3818,Australia,VIC,Sales Representative,Retail,87,5,Affluent Customer,15,0,0
Cheston,Hritzko,0,72,1945-11-08,3 Service Center,2127,Australia,NSW,Software Engineer III,Manufacturing,70,9,Mass Customer,19,0,1
Suzy,Trounson,1,70,1947-07-19,0627 Golf Center,4152,Australia,QLD,Senior Financial Analyst,Financial Services,13,9,Mass Customer,20,0,1
Jobie,Runacres,1,42,1975-01-08,24960 Shopko Crossing,2528,Australia,NSW,Developer IV,,96,7,Mass Customer,18,0,1
Guenna,Filisov,1,48,1969-02-09,43 Stoughton Drive,2154,Australia,NSW,Chemical Engineer,Manufacturing,52,9,High Net Worth,13,0,0
Opal,Cleare,1,40,1977-09-26,247 Blue Bill Park Parkway,2066,Australia,NSW,Database Administrator II,Property,6,9,Affluent Customer,20,0,1
Ottilie,Wanless,1,77,1940-11-10,2 David Pass,2720,Australia,NSW,Environmental Specialist,,51,4,Affluent Customer,8,0,0
Kipper,Circuit,0,43,1974-12-12,3867 Barby Hill,2140,Australia,NSW,Research Assistant IV,Argiculture,23,8,Mass Customer,4,0,1
Marilin,Frome,1,42,1975-12-22,52 Bobwhite Court,2219,Australia,NSW,Account Executive,IT,58,9,Mass Customer,17,0,1
Arel,Abramovitz,0,60,1957-11-12,32249 Sycamore Way,4650,Australia,QLD,Nurse Practicioner,Health,72,4,Mass Customer,16,0,0
Kit,Easdon,0,39,1978-10-26,3 Roth Junction,3156,Australia,VIC,Director of Sales,Property,61,8,Affluent Customer,12,0,0
Gregg,Aimeric,2,45,,72423 Surrey Street,3753,Australia,VIC,Internal Auditor,IT,52,5,Mass Customer,7,0,0
Skipp,Swales,0,44,1973-11-14,76 Green Ridge Drive,3029,Australia,VIC,Community Outreach Specialist,Entertainment,15,7,High Net Worth,22,0,1
Frederich,Glantz,0,20,1997-08-27,9 Glacier Hill Circle,2762,Australia,NSW,Nuclear Power Engineer,Manufacturing,37,8,High Net Worth,10,0,1
Rodolph,Denniss,0,43,1974-08-07,91281 Transport Center,3356,Australia,VIC,Geologist III,Property,28,2,Affluent Customer,7,0,1
Craggie,Dering,0,65,1952-10-05,11 Paget Road,2125,Australia,NSW,Actuary,Financial Services,47,10,Mass Customer,7,0,0
Johna,Bunker,2,45,,3686 Waubesa Way,3065,Australia,VIC,Tax Accountant,IT,93,6,Mass Customer,14,0,1
Giralda,MacPeake,1,76,1941-04-04,6 Killdeer Way,2705,Australia,NSW,Librarian,Entertainment,59,1,High Net Worth,14,0,1
Rodney,Trethewey,0,20,1997-03-17,737 Service Lane,3030,Australia,VIC,Software Consultant,Financial Services,16,8,Affluent Customer,15,0,0
Theresina,,1,30,1987-03-01,253 Katie Junction,2650,Australia,NSW,General Manager,Argiculture,30,2,Mass Customer,14,0,1
Gleda,Howerd,1,53,1964-01-22,481 Moulton Place,2440,Australia,NSW,Senior Developer,IT,59,2,Mass Customer,6,0,0
Melany,Ladewig,1,45,1972-05-17,3864 Sheridan Alley,4130,Australia,QLD,Research Associate,Financial Services,76,7,Mass Customer,10,0,1
Claudell,Rounsefell,0,24,1993-11-27,61416 Karstens Place,4217,Australia,QLD,VP Sales,Financial Services,67,5,Affluent Customer,8,0,0
Garwin,Nurden,0,59,1958-04-19,0 Union Parkway,3142,Australia,VIC,Programmer I,Property,54,11,High Net Worth,5,0,1
Bunny,Leebetter,1,51,1966-04-30,4 Lukken Lane,4301,Australia,QLD,Quality Engineer,Manufacturing,83,4,High Net Worth,8,0,1
Matias,Melloi,0,40,1977-02-03,1507 Schlimgen Trail,2155,Australia,NSW,Legal Assistant,Retail,61,10,Affluent Customer,11,0,0
Sada,Dowyer,1,19,1998-11-22,4 Meadow Ridge Place,2090,Australia,NSW,Human Resources Manager,,47,10,High Net Worth,3,0,1
Anet,Roseman,1,21,1996-11-24,31 Melody Circle,3814,Australia,VIC,Programmer Analyst III,Financial Services,84,4,Mass Customer,9,0,0
Katie,Warhurst,1,26,1991-12-02,96 Rutledge Drive,3064,Australia,VIC,Help Desk Operator,Retail,0,5,High Net Worth,14,0,1
Celia,Bryden,1,74,1943-04-06,2905 Towne Place,2114,Australia,NSW,Chemical Engineer,Manufacturing,12,9,High Net Worth,21,0,0
Stearne,Trolley,0,35,1982-02-01,638 Caliangt Avenue,2137,Australia,NSW,Automation Specialist IV,Financial Services,42,11,High Net Worth,14,0,0
Tristam,Larose,0,32,1985-01-29,9645 Moose Terrace,2137,Australia,NSW,VP Accounting,Financial Services,70,11,Mass Customer,17,0,0
Laurena,,1,56,1961-07-31,7 Messerschmidt Crossing,3810,Australia,VIC,VP Sales,,21,6,High Net Worth,10,0,0
Heloise,Fairpool,1,41,1976-09-07,005 Loeprich Way,4680,Australia,QLD,Information Systems Manager,Manufacturing,17,3,High Net Worth,17,0,0
Dory,Malpass,1,45,1972-08-27,3653 Steensland Road,4103,Australia,QLD,,,19,8,Affluent Customer,13,0,1
Marcellina,Baynton,1,70,1947-03-11,56 Comanche Terrace,3141,Australia,VIC,Software Engineer III,Financial Services,60,10,Mass Customer,16,0,0
Gregorius,Leal,0,66,1951-04-29,66 Merry Court,2033,Australia,NSW,,Retail,7,12,Affluent Customer,21,0,1
Deana,Canton,1,43,1974-11-25,92 Ludington Street,4301,Australia,QLD,,Property,67,3,Mass Customer,14,0,1
Kori,Sparsholt,1,77,1940-05-19,37 Rigney Park,2171,Australia,NSW,Office Assistant II,,59,9,Mass Customer,19,0,1
Lucky,Klainman,1,70,1947-11-26,0796 Barnett Plaza,3758,Australia,VIC,Chief Design Engineer,Retail,24,4,Mass Customer,8,0,0
Erasmus,Olenchenko,0,52,1965-02-03,415 Rockefeller Trail,2484,Australia,NSW,Software Test Engineer IV,Property,56,7,Mass Customer,5,0,1
Carita,Sand,1,40,1977-03-20,846 Loftsgordon Crossing,2154,Australia,NSW,Quality Engineer,Retail,25,11,Mass Customer,16,0,0
Lynnett,Tipper,1,24,1993-08-03,9 Ridgeview Avenue,3109,Australia,VIC,Social Worker,Health,22,10,High Net Worth,2,0,1
Thorn,Stigers,0,45,1972-05-19,6218 Delladonna Parkway,4115,Australia,QLD,Business Systems Development Analyst,Financial Services,42,8,Mass Customer,19,0,0
Lela,Billing,1,47,1970-12-17,095 Glacier Hill Circle,2571,Australia,NSW,Programmer Analyst III,,38,7,Mass Customer,18,0,1
Norah,Mapis,1,17,2000-12-09,057 Victoria Crossing,2263,Australia,NSW,Assistant Manager,Argiculture,75,9,Mass Customer,10,0,0
Moina,Rosenbaum,1,16,2001-08-04,0 Memorial Road,3109,Australia,VIC,Graphic Designer,IT,50,10,Mass Customer,14,0,0
Ceciley,Harg,1,27,1990-10-19,409 Starling Lane,4172,Australia,QLD,Nurse Practicioner,Retail,50,7,Mass Customer,4,0,1
Torry,de la Valette Parisot,0,50,1967-03-14,36963 Pierstorff Terrace,3168,Australia,VIC,VP Marketing,Telecommunications,95,9,Mass Customer,18,0,1
Sigismund,Sedger,0,18,1999-11-29,8069 Sunbrook Way,2155,Australia,NSW,Accountant II,Manufacturing,9,10,Affluent Customer,7,0,0
Irvine,Headon,0,61,1956-04-21,9 Hovde Way,2322,Australia,NSW,Geologist III,IT,99,5,Affluent Customer,20,0,1
Laurie,,0,38,1979-07-28,94 Barby Lane,2210,Australia,NSW,Assistant Media Planner,Entertainment,31,10,Mass Customer,15,0,1
Tomkin,Bernlin,0,16,2001-12-29,0492 Kings Street,2480,Australia,NSW,Food Chemist,Health,7,3,Affluent Customer,9,0,1
Genni,Fanstone,1,45,1972-07-29,1 Fair Oaks Alley,3149,Australia,VIC,Administrative Assistant II,Entertainment,25,10,Mass Customer,16,0,0
Blondie,,1,22,1995-10-03,780 Norway Maple Hill,2565,Australia,NSW,Actuary,Financial Services,43,8,High Net Worth,11,0,0
Aloysius,Killingsworth,0,60,1957-02-14,625 Mandrake Junction,2145,Australia,NSW,VP Quality Control,,89,9,Mass Customer,12,0,0
Carola,Philler,1,66,1951-04-30,1037 Roth Park,2145,Australia,NSW,Dental Hygienist,Health,73,7,High Net Worth,15,0,0
Fitzgerald,Hellikes,0,38,1979-07-28,315 Center Park,3040,Australia,VIC,Media Manager IV,Health,25,7,Mass Customer,10,0,1
Ingmar,Okenden,0,58,1959-03-01,1 Graceland Plaza,3216,Australia,VIC,Compensation Analyst,Financial Services,97,2,Mass Customer,8,0,1
Tina,Dunstan,1,78,1939-03-06,98555 Victoria Hill,2171,Australia,NSW,Account Representative IV,Retail,13,7,Affluent Customer,13,0,0
Huberto,Mollatt,0,56,1961-08-27,31121 Pierstorff Center,2770,Australia,NSW,Programmer IV,,82,7,Mass Customer,14,0,1
Georgi,,0,47,1970-01-14,59 Garrison Terrace,3215,Australia,VIC,Assistant Manager,Manufacturing,29,4,High Net Worth,11,0,0
Adolpho,Bellerby,0,73,1944-10-25,2763 Buhler Circle,4305,Australia,QLD,VP Sales,Financial Services,46,4,High Net Worth,13,0,1
Kelsey,Hatt,1,51,1966-06-27,309 Maple Wood Pass,3930,Australia,VIC,Senior Sales Associate,Financial Services,69,6,High Net Worth,8,0,0
Lucien,,0,51,1966-09-14,777 Fairfield Court,4305,Australia,QLD,,Financial Services,83,3,High Net Worth,19,0,1
Ariel,McCloid,0,23,1994-03-13,99 Quincy Parkway,3630,Australia,VIC,Human Resources Manager,,4,1,High Net Worth,6,0,1
Bevvy,Openshaw,1,42,1975-06-15,902 Westend Lane,2318,Australia,NSW,Staff Scientist,,68,3,Affluent Customer,10,0,1
Alexina,Mabley,1,42,1975-10-12,9 Rieder Junction,2573,Australia,NSW,Web Designer IV,Manufacturing,72,9,Mass Customer,10,0,1
Dawn,Pyffe,1,52,1965-05-28,734 Veith Way,3155,Australia,VIC,Media Manager III,Retail,56,8,Mass Customer,11,0,0
Claudette,Renackowna,1,21,1996-02-11,0800 Dahle Alley,2148,Australia,NSW,Administrative Officer,Manufacturing,55,8,Mass Customer,2,0,0
Elianora,Poolton,1,73,1944-06-14,5 Macpherson Drive,3134,Australia,VIC,Programmer II,,15,9,Mass Customer,21,0,1
Park,,0,40,1977-11-08,07 Boyd Drive,4350,Australia,QLD,Nurse Practicioner,IT,39,7,Affluent Customer,14,0,0
Anthony,Lindstrom,0,20,1997-11-01,427 Oak Avenue,2205,Australia,NSW,Geologist IV,Financial Services,86,10,Affluent Customer,10,0,1
Liane,Poizer,1,65,1952-05-05,390 Express Plaza,2076,Australia,NSW,Analyst Programmer,Property,59,11,High Net Worth,13,0,0
Romonda,Hallt,1,57,1960-05-09,703 Ludington Plaza,2480,Australia,NSW,Operator,,69,4,Affluent Customer,15,0,0
Sula,Thomann,1,28,1989-03-17,7 Dayton Circle,2160,Australia,NSW,Assistant Manager,,56,9,Mass Customer,6,0,0
Renell,Earley,1,63,1954-10-21,79 Manufacturers Plaza,4171,Australia,QLD,Compensation Analyst,Financial Services,5,5,Mass Customer,11,0,1
Cliff,Philipsson,0,50,1967-02-02,600 Artisan Drive,3149,Australia,VIC,Structural Analysis Engineer,Argiculture,82,10,Mass Customer,16,0,0
Clevey,Aisthorpe,0,41,1976-09-20,0 Veith Way,2009,Australia,NSW,Software Consultant,,27,9,Mass Customer,8,0,1
Cariotta,,1,43,1974-08-19,2336 Continental Point,2527,Australia,NSW,Assistant Media Planner,Entertainment,10,7,Affluent Customer,17,0,1
George,Jose,0,57,1960-12-19,535 Corben Point,4680,Australia,QLD,Payment Adjustment Coordinator,Retail,68,4,High Net Worth,20,0,1
Kissiah,Foat,1,42,1975-09-11,1690 Forster Place,2281,Australia,NSW,Graphic Designer,,30,9,Mass Customer,19,0,1
Milty,Brauninger,0,72,1945-07-10,54 6th Trail,2640,Australia,NSW,Payment Adjustment Coordinator,,13,7,High Net Worth,11,0,0
Killian,Nettles,0,37,1980-09-01,16 Pepper Wood Junction,3803,Australia,VIC,Marketing Assistant,,44,7,Affluent Customer,4,0,0
Fredia,Favelle,1,43,1974-08-29,4 Arapahoe Terrace,4014,Australia,QLD,Teacher,,94,8,Mass Customer,19,0,1
Katleen,Arnoult,1,41,1976-11-24,540 Farragut Avenue,2066,Australia,NSW,VP Product Management,Manufacturing,6,9,Mass Customer,13,0,1
Gaultiero,Fibbens,0,37,1980-03-14,938 Bartillon Hill,2035,Australia,NSW,Help Desk Technician,,41,11,Affluent Customer,9,0,0
Inglebert,Aspinal,0,44,1973-10-13,612 Annamark Center,2176,Australia,NSW,Financial Analyst,Financial Services,4,8,Mass Customer,11,0,0
Jammal,Devenny,0,18,1999-05-14,18 Sage Plaza,3152,Australia,VIC,Marketing Manager,Retail,57,9,High Net Worth,12,0,0
Adriane,Richardson,1,41,1976-03-10,4 Randy Street,3070,Australia,VIC,Data Coordiator,Manufacturing,81,8,High Net Worth,9,0,0
Jodi,Lermit,1,63,1954-01-30,05 Corry Center,4021,Australia,QLD,,Health,94,2,Mass Customer,10,0,1
Emelia,Ackwood,1,29,1988-09-30,1 South Street,4183,Australia,QLD,Senior Cost Accountant,Financial Services,72,9,Mass Customer,10,0,1
Andee,Huke,1,46,1971-06-28,4810 Kim Park,3858,Australia,VIC,,Manufacturing,91,2,Mass Customer,9,0,0
Isa,Fominov,0,16,2001-06-21,80388 Ryan Place,2010,Australia,NSW,Physical Therapy Assistant,,75,9,Mass Customer,5,0,1
Zabrina,Margram,1,53,1964-05-15,1092 Kinsman Parkway,4053,Australia,QLD,,Manufacturing,87,8,High Net Worth,11,0,1
Maddalena,Angood,1,18,1999-07-28,1 Bluejay Court,2320,Australia,NSW,,Manufacturing,79,4,Affluent Customer,12,0,0
Sofie,Worsfold,1,63,1954-10-06,7 Maple Wood Plaza,4125,Australia,QLD,Environmental Tech,Retail,87,6,Mass Customer,9,0,1
Elmira,Vasilyev,1,66,1951-10-14,12 Eastlawn Terrace,2007,Australia,NSW,Senior Quality Engineer,Manufacturing,33,9,High Net Worth,12,0,0
Free,Rowland,0,61,1956-05-17,24929 Spaight Junction,3796,Australia,VIC,,,42,8,Mass Customer,12,0,1
Worthington,Cohane,0,26,1991-01-23,846 Daystar Lane,2000,Australia,NSW,Chief Design Engineer,Entertainment,60,12,High Net Worth,2,0,0
Bailey,Bereford,0,67,1950-09-30,36 Golf Course Circle,2444,Australia,NSW,Senior Sales Associate,Argiculture,44,6,Affluent Customer,11,0,1
Perry,Whitehurst,0,37,1980-05-29,0 Nelson Crossing,3155,Australia,VIC,Structural Engineer,Manufacturing,79,7,High Net Worth,8,0,1
Antony,Tuma,0,63,1954-03-10,93264 Almo Plaza,3078,Australia,VIC,Environmental Tech,Telecommunications,11,10,High Net Worth,13,0,1
Corene,Hallgate,1,53,1964-11-06,2109 Shoshone Court,3103,Australia,VIC,,Financial Services,26,12,Mass Customer,14,0,1
Nico,Chadwick,0,64,1953-05-24,355 Roxbury Lane,3190,Australia,VIC,Research Assistant IV,Financial Services,97,8,Affluent Customer,13,0,0
Joline,Skipperbottom,1,45,1972-06-27,2 Warrior Crossing,2161,Australia,NSW,Desktop Support Technician,,59,9,High Net Worth,9,0,0
Ivy,Farr,1,44,1973-07-03,08470 Kingsford Lane,2120,Australia,NSW,Office Assistant IV,IT,56,11,High Net Worth,19,0,0
Dallas,Lavalde,1,19,1998-12-19,16898 Donald Plaza,2323,Australia,NSW,Product Engineer,,18,4,Mass Customer,12,0,0
Amabel,,1,36,1981-09-14,3128 Mallory Pass,2144,Australia,NSW,Chief Design Engineer,Financial Services,71,6,Mass Customer,9,0,1
Hilario,McCulloch,0,31,1986-01-10,799 Luster Road,3051,Australia,VIC,Physical Therapy Assistant,Retail,61,8,Mass Customer,8,0,0
Jim,Haddrell,0,62,1955-04-08,53 Dryden Trail,2358,Australia,NSW,Associate Professor,Financial Services,55,3,Mass Customer,9,0,0
Jacobo,Mucklow,0,65,1952-12-04,5512 Ronald Regan Hill,3122,Australia,VIC,Computer Systems Analyst I,Financial Services,62,8,High Net Worth,22,0,1
Gretel,Paschke,1,61,1956-05-29,72 Melrose Street,4074,Australia,QLD,Editor,Financial Services,10,7,Mass Customer,17,0,1
Jethro,Mertel,0,39,1978-12-10,3460 Dapin Street,2262,Australia,NSW,Software Consultant,Argiculture,16,6,Mass Customer,15,0,1
Dwain,Hatch,0,23,1994-11-16,5 Hovde Lane,3028,Australia,VIC,Marketing Assistant,Health,62,8,Affluent Customer,15,0,0
Lucretia,D'Agostini,1,39,1978-12-14,4 Gale Center,3185,Australia,VIC,Database Administrator III,Manufacturing,41,7,High Net Worth,15,0,0
Claude,Bowstead,1,20,1997-11-29,5263 Stone Corner Crossing,2217,Australia,NSW,Accounting Assistant III,Manufacturing,37,12,Mass Customer,7,0,0
Donn,MacGregor,0,52,1965-04-22,0439 Mandrake Park,2046,Australia,NSW,Civil Engineer,Manufacturing,80,10,High Net Worth,5,0,0
Laurel,Devennie,1,41,1976-09-25,069 Hoard Pass,4352,Australia,QLD,VP Product Management,Manufacturing,78,5,Affluent Customer,13,0,0
Elvira,Darthe,1,42,1975-04-08,89 Green Ridge Point,2168,Australia,NSW,Accounting Assistant I,Financial Services,10,9,Affluent Customer,16,0,0
Angie,Tansley,0,67,1950-11-30,8 Cardinal Junction,2444,Australia,NSW,VP Sales,Manufacturing,68,7,Mass Customer,8,0,0
Terrence,Dalligan,0,19,1998-02-19,240 Main Hill,3200,Australia,VIC,Chemical Engineer,Manufacturing,60,6,High Net Worth,2,0,1
Katy,Crooke,1,40,1977-06-30,67081 Burrows Center,2111,Australia,NSW,Food Chemist,Health,0,12,Mass Customer,13,0,0
Sammy,Borsi,1,45,1972-04-27,0 Kipling Way,2289,Australia,NSW,Accountant III,Financial Services,99,7,Mass Customer,5,0,0
Morganica,Ainsbury,1,44,1973-01-06,1 Raven Way,2151,Australia,NSW,Senior Editor,Entertainment,37,10,High Net Worth,9,0,1
Nils,Champion,0,33,1984-07-06,261 Holy Cross Park,2750,Australia,NSW,Programmer III,Retail,69,9,Affluent Customer,13,0,0
Beverlee,Querree,1,26,1991-04-21,891 Ohio Terrace,2075,Australia,NSW,Marketing Manager,Financial Services,42,12,High Net Worth,12,0,1
Cami,Eitter,1,38,1979-01-03,1408 Hovde Circle,3081,Australia,VIC,Professor,Manufacturing,34,9,High Net Worth,11,0,1
Reiko,Degenhardt,1,41,1976-01-16,50897 Northfield Road,4280,Australia,QLD,Financial Analyst,Financial Services,83,6,High Net Worth,5,0,1
Cord,Dunsmore,0,18,1999-04-21,596 Boyd Park,4301,Australia,QLD,Internal Auditor,Manufacturing,12,3,Mass Customer,13,0,1
Gabey,Kennicott,1,59,1958-05-14,8 Fordem Place,2322,Australia,NSW,Developer I,Financial Services,55,6,Affluent Customer,17,0,0
Jacqui,Devey,1,22,1995-10-01,656 Kennedy Crossing,2261,Australia,NSW,Analyst Programmer,Financial Services,79,8,High Net Worth,13,0,1
Byrom,Ramas,0,24,1993-11-02,2 Jackson Place,2528,Australia,NSW,Help Desk Technician,Manufacturing,23,7,High Net Worth,12,0,0
Worthington,Ahmed,0,45,1972-03-24,39408 Manufacturers Road,3335,Australia,VIC,Senior Cost Accountant,Financial Services,79,3,High Net Worth,13,0,0
Chico,Dye,0,23,1994-02-04,168 Schlimgen Center,2526,Australia,NSW,Speech Pathologist,Manufacturing,46,9,High Net Worth,13,0,0
Davidde,Cockroft,0,70,1947-04-21,8 Kim Avenue,2158,Australia,NSW,Geological Engineer,Manufacturing,70,12,High Net Worth,8,0,0
Charlie,Dmych,0,67,1950-03-31,920 Cambridge Way,2263,Australia,NSW,Account Coordinator,Manufacturing,60,6,High Net Worth,13,0,0
Donn,Chaney,0,66,1951-01-29,4 Schlimgen Trail,4701,Australia,QLD,Research Assistant II,,15,3,Mass Customer,13,0,0
Kamila,Parsonage,1,63,1954-03-08,31 Mccormick Court,4131,Australia,QLD,,Property,80,8,Mass Customer,5,0,0
Barth,Sapshed,0,23,1994-06-16,65 Milwaukee Lane,4520,Australia,QLD,Executive Secretary,Financial Services,4,10,Mass Customer,13,0,1
Padriac,Collacombe,0,50,1967-04-07,76 Mendota Park,2090,Australia,NSW,Software Consultant,Health,67,10,Affluent Customer,13,0,0
Olive,Mozzi,1,62,1955-07-06,26667 Rigney Place,2567,Australia,NSW,Account Representative IV,Retail,87,9,Affluent Customer,20,0,1
Benedict,Rosas,0,62,1955-11-25,898 Muir Court,2142,Australia,NSW,Actuary,Financial Services,73,6,High Net Worth,15,0,1
Virginia,De Antoni,1,53,1964-03-14,88093 Pierstorff Plaza,2030,Australia,NSW,Executive Secretary,Telecommunications,17,10,High Net Worth,12,0,1
Nicolas,O'Donnell,0,31,1986-09-25,3319 Anthes Crossing,3177,Australia,VIC,Internal Auditor,,40,7,Mass Customer,14,0,1
Oswald,MacCarlich,0,26,1991-11-24,16 Mosinee Place,4717,Australia,QLD,Assistant Media Planner,Entertainment,81,1,Mass Customer,14,0,0
Ailyn,Howgate,1,16,2001-09-27,197 Northport Plaza,4213,Australia,QLD,Electrical Engineer,Manufacturing,66,7,Mass Customer,2,0,1
Karol,Salthouse,1,49,1968-07-29,10236 Mifflin Avenue,2570,Australia,NSW,Research Assistant III,Financial Services,53,8,Mass Customer,18,0,1
Esdras,Birchett,0,67,1950-12-09,5287 Clarendon Plaza,2258,Australia,NSW,Assistant Media Planner,Entertainment,81,9,Mass Customer,21,0,1
Wilfrid,Gertray,0,75,1942-08-23,38407 Sutteridge Circle,2766,Australia,NSW,Accounting Assistant I,Financial Services,1,8,Mass Customer,16,0,0
Charmain,Styles,1,52,1965-02-25,423 Holy Cross Lane,3029,Australia,VIC,Programmer Analyst I,Property,49,7,High Net Worth,18,0,1
Harlene,Nono,2,45,,0307 Namekagon Crossing,2170,Australia,NSW,Human Resources Manager,IT,69,7,Mass Customer,12,0,0
Kirsteni,Gritskov,1,19,1998-05-12,743 Stuart Terrace,2560,Australia,NSW,,,66,7,Mass Customer,4,0,0
Bobby,Summersby,0,74,1943-10-27,1478 Oak Valley Park,3350,Australia,VIC,Sales Associate,Financial Services,90,2,Affluent Customer,7,0,0
Shepherd,Dutchburn,0,41,1976-08-12,8970 Anhalt Junction,2160,Australia,NSW,Senior Sales Associate,Financial Services,33,9,High Net Worth,9,0,1
Berenice,Kaesmakers,1,23,1994-10-15,563 Waywood Park,2145,Australia,NSW,Sales Representative,Retail,64,9,Mass Customer,11,0,0
Jesse,Crosio,0,23,1994-04-15,9313 Mayer Street,3133,Australia,VIC,Data Coordiator,,75,8,Mass Customer,13,0,1
